Customer_ID,Name,Email,Account_Age_Days,Login_Frequency,Daily_Usage_Mins,Last_Support_Ticket,Churn,Predicted_Churn,Risk_score,risk_cat
cfaccb50-70dd-42d7-8a3a-b5a9a1a2e5ef,Rick Price,sarafigueroa@example.com,493,Rarely,11,I'm very frustrated with the downtime. This is unacceptable.,1,1,0.9004958964774077,high_risk
d3adb152-4372-4527-8380-280ee3c6615b,Connor James,vanessapatrick@example.com,758,Rarely,11,Your API documentation is outdated and full of errors.,0,1,0.8998570135508078,high_risk
69e54cab-6f52-45f4-a802-7d0e7296b713,Lori Wilson,melissajimenez@example.com,974,Rarely,14,The app crashes every time I try to upload a CSV.,0,1,0.8977703339365243,high_risk
a330f5e7-5003-4d9c-b8e7-3703f7868c27,Eric Williams,riggsdavid@example.org,866,Rarely,3,I've been waiting for support for 3 days. I'm cancelling.,0,1,0.896087907042037,high_risk
5d1e924a-5232-4255-8df9-610e13465816,Dr. David Austin MD,woodlydia@example.com,439,Rarely,9,The UI is too confusing. I can't find the export button.,1,1,0.8960136686627372,high_risk
ebbce64b-fad4-48a8-b9d7-d5a7576c3b1e,Heather Robinson,nathanbrooks@example.net,878,Rarely,9,I've been waiting for support for 3 days. I'm cancelling.,0,1,0.8955912214155064,high_risk
9ceb3eb2-913e-4b50-98bb-122fc6ed2d75,Jonathan Mcclain,ortiztonya@example.net,588,Rarely,9,I've been waiting for support for 3 days. I'm cancelling.,1,1,0.8953253076021573,high_risk
83c4a0f7-8c63-4423-b9a3-96ba79228e41,Toni Cook,qshepherd@example.net,397,Rarely,3,The UI is too confusing. I can't find the export button.,1,1,0.8950468061237895,high_risk
e03cd796-6401-4196-ba28-626c02978bdd,Brooke Taylor,branchtimothy@example.org,169,Rarely,7,I'm very frustrated with the downtime. This is unacceptable.,0,1,0.8949913431629106,high_risk
15e3bcb4-f9c8-4169-b9a6-75bd48ca40ea,Sean Sawyer,kevinmoreno@example.net,952,Rarely,9,I'm very frustrated with the downtime. This is unacceptable.,1,1,0.8944589128757385,high_risk
d6616808-7a72-4f5c-8d16-274ef16368e2,Douglas Freeman,laurieleon@example.com,556,Rarely,10,I'm very frustrated with the downtime. This is unacceptable.,0,1,0.8937898256496979,high_risk
14a85366-0955-4f11-8eca-f6de92dc01c5,Gloria Phillips,higginsedward@example.net,1051,Rarely,12,The app crashes every time I try to upload a CSV.,1,1,0.8931175731177362,high_risk
d9dc0b2c-818a-4219-810a-e52bd02c4acd,Jason Davis,nicole23@example.com,1045,Rarely,5,Why did my subscription price increase without notice?,1,1,0.8930810762793633,high_risk
3cbddf97-c9ff-4701-a979-2d2d341aa8fc,Sabrina Perez,wdavis@example.org,185,Rarely,11,Why did my subscription price increase without notice?,1,1,0.8930418564555254,high_risk
9efe8116-728f-489a-9552-ff7426ca6431,Robert Ruiz,patrickmeadows@example.com,714,Rarely,9,The UI is too confusing. I can't find the export button.,1,1,0.8928759286068967,high_risk
efee253f-8fa9-4b80-8599-6d0e36995175,Zachary Gonzales,andrewmiller@example.com,599,Rarely,8,The UI is too confusing. I can't find the export button.,1,1,0.8925062108072708,high_risk
48b52f15-ea24-45d4-9ca7-01b6f1c87d89,Maurice Evans,benjamin68@example.net,442,Rarely,9,The app crashes every time I try to upload a CSV.,1,1,0.8921259954588756,high_risk
2545909b-d493-4975-88d0-02ba96947319,Julie Yates,riosandrea@example.net,308,Rarely,10,Your API documentation is outdated and full of errors.,1,1,0.8918917458387362,high_risk
703e8cb1-b47a-444c-bcba-ff1dfdbff520,Jennifer Williams,jasmine51@example.org,410,Rarely,9,I've been waiting for support for 3 days. I'm cancelling.,0,1,0.8912220142445904,high_risk
daf2d5c7-3576-45e8-8304-28ac337d2fd5,Mrs. Marcia Garcia DVM,kevin54@example.net,441,Rarely,8,I've been waiting for support for 3 days. I'm cancelling.,1,1,0.8908625171437188,high_risk
8dcff16d-9d50-4ba5-a7e1-3cfb997f089f,Alex Perez,annehayes@example.org,511,Rarely,11,I've been waiting for support for 3 days. I'm cancelling.,1,1,0.8907655379067322,high_risk
f602cd5e-d109-4fc2-9896-ebcc00326866,James Roberts,tbranch@example.com,619,Rarely,12,The app crashes every time I try to upload a CSV.,1,1,0.8891677922998017,high_risk
ac9b3fca-e4bb-45f6-a700-8246616ed708,Paul Morris,kendramcdowell@example.com,1007,Rarely,3,Why did my subscription price increase without notice?,1,1,0.8888379378493441,high_risk
33ab11ed-9f50-4197-92d3-25bb7313153e,Katherine Washington,sarahsoto@example.com,991,Rarely,11,I'm very frustrated with the downtime. This is unacceptable.,1,1,0.8886986939958008,high_risk
9bdd9228-457b-447f-8cf9-0ec16036396d,Charles Smith,kristin79@example.org,1057,Rarely,12,Your API documentation is outdated and full of errors.,1,1,0.8879799222489098,high_risk
181b3da0-ecd6-4d0a-add8-be2ca2b3d565,Tony Anderson,davidtorres@example.com,762,Rarely,12,Your API documentation is outdated and full of errors.,1,1,0.8833627494761054,high_risk
a37b8137-7b88-4273-b2ed-b9993192e791,Jonathan Payne,matthew78@example.com,130,Rarely,12,I'm very frustrated with the downtime. This is unacceptable.,1,1,0.8815760133028917,high_risk
dd414b92-77a9-4ba7-a5b8-6b805733b6d4,Anthony Phillips,alec40@example.com,380,Weekly,10,Why did my subscription price increase without notice?,0,1,0.8808774247551825,high_risk
f0f280c1-1c58-4842-8473-0713d1f61afb,Mr. Christopher Lewis Jr.,hmcintyre@example.org,338,Weekly,12,I've been waiting for support for 3 days. I'm cancelling.,1,1,0.8806250155895721,high_risk
850cc9fe-84bc-42e4-bcd8-39ecc9451df0,Michelle Carrillo,sheliawilson@example.net,546,Rarely,14,I'm very frustrated with the downtime. This is unacceptable.,1,1,0.8805907463711593,high_risk
1d52ec1a-6b20-4e03-9044-19b0bab1ea0d,Andrew Richardson,williamsjoseph@example.org,911,Rarely,13,The UI is too confusing. I can't find the export button.,1,1,0.8805644158726855,high_risk
44af8e37-79e2-4f82-be42-3552f8fb265c,Susan Brown,xfreeman@example.net,385,Weekly,6,Your API documentation is outdated and full of errors.,1,1,0.8800687978625779,high_risk
3767c349-abcf-40fc-adfb-903c72267f4b,Chad Smith,christopher33@example.net,221,Rarely,12,The UI is too confusing. I can't find the export button.,1,1,0.8798983954662539,high_risk
d4a30053-d626-4b34-adc4-72765920e868,Savannah Sutton,herreradawn@example.net,429,Weekly,5,Your API documentation is outdated and full of errors.,1,1,0.8798866754415863,high_risk
caf4827b-c1a9-4591-b316-8bc36059269b,Jason Conway,danieltorres@example.com,1060,Rarely,14,The app crashes every time I try to upload a CSV.,1,1,0.8793457085599666,high_risk
e21cd418-0533-4a73-8b11-60d01aa12377,Tonya Castro,uware@example.com,65,Weekly,1,The app crashes every time I try to upload a CSV.,1,1,0.879195428896233,high_risk
d97868d5-b956-4886-bf8e-6b41d9dc2161,Michael Guzman,david19@example.com,172,Weekly,12,Why did my subscription price increase without notice?,1,1,0.8789550369375935,high_risk
14ba4085-3c92-45a8-8a4a-1e92ad2c16f9,Patrick Nash,perkinsadam@example.net,305,Rarely,12,The app crashes every time I try to upload a CSV.,1,1,0.8785368880219496,high_risk
53fefe35-4515-4a8f-b0ec-f1b7bd66b58a,Nicole Gonzalez,james33@example.com,986,Rarely,11,I've been waiting for support for 3 days. I'm cancelling.,1,1,0.8782300259029856,high_risk
52e432c2-d52c-4667-9471-a72fa6d8864f,Scott Allen,mhamilton@example.com,250,Rarely,8,I'm very frustrated with the downtime. This is unacceptable.,1,1,0.8780633173237763,high_risk
44051812-c502-49f8-be5a-9c63619d504d,Judith Rodriguez,beverly86@example.org,400,Weekly,2,Your API documentation is outdated and full of errors.,0,1,0.8771718208518056,high_risk
fecd0a4b-6570-4f50-a86a-e399376c4219,Jennifer Bartlett,kward@example.net,205,Weekly,11,Your API documentation is outdated and full of errors.,1,1,0.8764484676121809,high_risk
0770faad-5068-4b61-9438-2a2e3eb0abfb,Cynthia Harrison,osmith@example.net,295,Rarely,9,Why did my subscription price increase without notice?,1,1,0.8755763959559727,high_risk
e13e7d7f-6712-4182-8906-e51b99a0f5c3,Derek Palmer,sheila62@example.net,103,Weekly,8,The app crashes every time I try to upload a CSV.,1,1,0.875524098600326,high_risk
de1c52c7-2bf7-412d-8e6d-a14ec99cb15a,Amy Garcia,lewisronald@example.com,466,Rarely,14,I'm very frustrated with the downtime. This is unacceptable.,1,1,0.8742325335369279,high_risk
78ba00dd-6803-467e-a0a3-682f4aa69621,Anthony Long,tavila@example.net,234,Weekly,7,The app crashes every time I try to upload a CSV.,1,1,0.8740708536427232,high_risk
aa61443f-9534-41d7-b196-c491d7f48575,Melissa Martin,shepherdtaylor@example.org,1052,Rarely,9,Your API documentation is outdated and full of errors.,1,1,0.8733104537310388,high_risk
93ef13dd-94a8-4a30-83f6-2560a0bbd895,Kelsey Duarte,lindsaymartinez@example.com,26,Weekly,10,I've been waiting for support for 3 days. I'm cancelling.,1,1,0.8723430689430299,high_risk
1a587a8b-7c97-46f1-a686-98e8100a0e57,Jessica Gardner,walkerluis@example.com,1078,Rarely,10,The UI is too confusing. I can't find the export button.,1,1,0.8708003554016126,high_risk
9072261a-644c-4b21-9b65-d74971291e88,Shaun Mclean,kathrynwilliams@example.com,673,Weekly,1,The UI is too confusing. I can't find the export button.,1,1,0.8696928316717536,high_risk
96962aac-209b-4579-a33f-e99dfcaf7c1a,Kelly Lara,derrickrichardson@example.com,125,Weekly,5,The app crashes every time I try to upload a CSV.,1,1,0.8690627339661924,high_risk
010492b3-561f-42e6-863c-40523d750ff8,Thomas Dean,franciscogriffith@example.org,748,Weekly,1,I'm very frustrated with the downtime. This is unacceptable.,0,1,0.868929103512319,high_risk
70935943-baae-4eab-93df-867534b04574,James Campbell,veronicasmith@example.net,268,Weekly,2,I'm very frustrated with the downtime. This is unacceptable.,1,1,0.8677454448525757,high_risk
e8c2cc02-0183-4b44-b5b1-652478450123,Elizabeth Higgins,hwhite@example.com,524,Weekly,1,Why did my subscription price increase without notice?,1,1,0.8668293429557289,high_risk
47e648ea-010a-4607-bfb2-ce3076e7b72a,Taylor Webster,laura74@example.net,13,Rarely,11,Why did my subscription price increase without notice?,0,1,0.865992108637485,high_risk
99c2b496-a92f-4c7e-9b4e-13b74110b449,Allison Sims,graylaura@example.net,174,Weekly,4,The app crashes every time I try to upload a CSV.,1,1,0.8646423665845906,high_risk
3d4ea4c5-4ee2-4a9e-ab53-7dab63f8cc87,Charles Smith,fergusonbrandi@example.net,537,Weekly,11,I'm very frustrated with the downtime. This is unacceptable.,1,1,0.8622594138711457,high_risk
0f636b3d-c57b-47af-a845-f4857b75249d,Leslie Hanson,johnsontimothy@example.net,607,Weekly,9,Why did my subscription price increase without notice?,0,1,0.8610743443140366,high_risk
3d00d11f-5cd9-49df-a7c8-b6f8b4fdb6e9,Jessica Moss,johnny54@example.net,638,Weekly,10,The app crashes every time I try to upload a CSV.,0,1,0.8608422826259301,high_risk
91534361-0492-4f05-b189-acb52d0270b6,Christopher Taylor,andrewho@example.net,74,Weekly,4,I've been waiting for support for 3 days. I'm cancelling.,1,1,0.8603840576626647,high_risk
1148cd8b-4dee-4dae-8efd-7e1f0d519360,Julie Smith,michaelwhite@example.org,41,Weekly,4,The app crashes every time I try to upload a CSV.,1,1,0.8595902731917319,high_risk
22a53db1-bcbe-4265-a0e0-de8b2be68249,Jeffrey Clark,gwilliams@example.com,301,Weekly,5,The app crashes every time I try to upload a CSV.,0,1,0.8592287901189721,high_risk
f9961985-6563-49ac-8fc5-ba6092d7f149,Joanne Robinson,williamsonterri@example.net,301,Weekly,2,Why did my subscription price increase without notice?,1,1,0.8584198469545052,high_risk
1382dd85-2857-49f4-93ea-2c8c19788d97,Tammy Smith,brandon07@example.net,628,Weekly,6,I'm very frustrated with the downtime. This is unacceptable.,1,1,0.8580182881863537,high_risk
d5fc6b5b-4775-447a-b49b-721d107c2581,James Taylor,tabitha36@example.com,608,Weekly,8,The app crashes every time I try to upload a CSV.,1,1,0.8578124939200381,high_risk
b124eb5f-98a0-4a73-a6c7-3236c6e05dcf,Roger Underwood,emilyunderwood@example.org,478,Weekly,5,Your API documentation is outdated and full of errors.,1,1,0.8571378623647901,high_risk
fbd64070-8df0-48ce-bdad-4b8496dd8cd7,Andrea Davis,bradleyanthony@example.org,726,Weekly,10,The app crashes every time I try to upload a CSV.,1,1,0.8569564665449676,high_risk
2bcf2c79-fb74-4813-818e-693b3a8594cb,Stephanie Bryant,vcrosby@example.org,715,Weekly,1,I've been waiting for support for 3 days. I'm cancelling.,1,1,0.8567399090741756,high_risk
4014fac9-3fb8-438b-a2d7-417d00e9c5bf,Christopher Hoover,david25@example.org,676,Weekly,12,I've been waiting for support for 3 days. I'm cancelling.,1,1,0.8561962117941713,high_risk
59332ee4-3c32-4aa1-9387-cad2cead7a3d,Joel Anderson,brownteresa@example.net,759,Weekly,7,Why did my subscription price increase without notice?,1,1,0.8556305204819127,high_risk
be0fff09-d876-4715-918d-6b6508f652eb,Martin Johnson,thomas56@example.net,739,Weekly,7,I'm very frustrated with the downtime. This is unacceptable.,0,1,0.8556305204819127,high_risk
629ce6eb-439d-497c-a38f-0e94f0a8b912,Kayla Nguyen,todd46@example.net,738,Weekly,8,The app crashes every time I try to upload a CSV.,1,1,0.8546056944021072,high_risk
c7ea3a8c-92a7-48ce-9084-191367467a7e,Andrea Arias,baileyjohn@example.net,492,Weekly,2,I'm very frustrated with the downtime. This is unacceptable.,1,1,0.8544261297635215,high_risk
7ba156a9-0478-4c8c-8a72-25d96f329d16,Emily Ford,mcguirejoel@example.net,323,Rarely,14,Why did my subscription price increase without notice?,1,1,0.8510139194045436,high_risk
fd1f9e8a-a263-42c4-8f96-835e30e0dd73,Felicia Myers,cynthia66@example.org,898,Weekly,9,The UI is too confusing. I can't find the export button.,1,1,0.8477228379562847,high_risk
9c549f71-926a-4ac0-9093-9a233ec4600e,John Golden,odean@example.org,949,Weekly,7,I've been waiting for support for 3 days. I'm cancelling.,1,1,0.8470296611640776,high_risk
5bd76019-bd81-439c-a3f1-e655874f91b3,Savannah Vasquez,lindseystevens@example.net,570,Weekly,7,I've been waiting for support for 3 days. I'm cancelling.,1,1,0.8466944434024127,high_risk
3119857e-e2a0-4af9-ac88-a94694d76a59,Daniel Webb,stephen98@example.com,898,Weekly,8,Why did my subscription price increase without notice?,1,1,0.846197462875303,high_risk
54d95fe0-9679-44a2-873c-63745e2207b8,Maurice Fernandez,elizabeth54@example.org,708,Rarely,13,I'm very frustrated with the downtime. This is unacceptable.,0,1,0.8459261638488481,high_risk
52c4ada2-1767-4de0-b3f4-4e091202f9ea,David Mckee MD,qsilva@example.net,16,Weekly,11,Why did my subscription price increase without notice?,1,1,0.8457918583102552,high_risk
95d0a1a4-1c40-415e-b41d-cb1be763f447,Jennifer Vasquez,amyflores@example.net,465,Weekly,4,I've been waiting for support for 3 days. I'm cancelling.,1,1,0.8448739619462607,high_risk
c7fa72f8-2f38-4862-a987-b4edc2f9fb20,Jennifer Santos,ppetersen@example.org,771,Weekly,13,Your API documentation is outdated and full of errors.,0,1,0.8437924568388343,high_risk
2e5c1842-a6fa-4c6c-bfe5-5b2a89c8aed8,James Cook,brandonbeard@example.com,644,Weekly,3,I'm very frustrated with the downtime. This is unacceptable.,0,1,0.8407580435883729,high_risk
b07a3760-1e8b-4df6-8121-f361497b9610,Amy Huffman,garzawilliam@example.org,655,Weekly,3,Your API documentation is outdated and full of errors.,0,1,0.8407580435883729,high_risk
caef9733-6f7f-4503-9660-8c35495f765c,Diana Davis,nicole96@example.com,1079,Weekly,13,The app crashes every time I try to upload a CSV.,1,1,0.840093103760383,high_risk
e1cac510-73fd-4c73-bd54-e924f707883d,Jennifer Flores,paula53@example.net,1044,Weekly,5,Why did my subscription price increase without notice?,1,1,0.8398106628763771,high_risk
9b02d5d7-5add-455b-9a7e-5ac73eaf5ab8,Timothy May,kingdawn@example.org,698,Weekly,5,Your API documentation is outdated and full of errors.,1,1,0.8395118205749634,high_risk
3e4b74c6-bd39-46bd-ab7a-930e64936739,David Jones,jeremygarcia@example.com,1058,Weekly,11,The UI is too confusing. I can't find the export button.,1,1,0.8357908394880567,high_risk
875ba1c3-11a9-40c3-93d9-d87d50d35650,Angela Murphy,hayesernest@example.com,840,Rarely,13,The app crashes every time I try to upload a CSV.,1,1,0.8344739537643829,high_risk
1d06867a-4cbe-436e-bdb3-73ca27ae6fe3,Amy Lowe,donnaperkins@example.org,318,Rarely,13,The UI is too confusing. I can't find the export button.,1,1,0.8340021990077251,high_risk
e29e8568-6743-46e5-8818-4b36b9a669f3,Melanie Bradley,john19@example.net,133,Rarely,14,I've been waiting for support for 3 days. I'm cancelling.,1,1,0.833955205320229,high_risk
367d78e0-015a-4c33-9c86-c2c6cfc5408f,Allen Cooper,brittanycallahan@example.com,568,Weekly,13,I'm very frustrated with the downtime. This is unacceptable.,1,1,0.8336961658230223,high_risk
ae57df1c-e886-4e78-97b8-db45dd844100,Carl Long,julie77@example.net,571,Weekly,4,I'm very frustrated with the downtime. This is unacceptable.,0,1,0.8314022993136586,high_risk
7ac174b7-e5dd-4be7-9052-26fb56475ad8,Jacob Ferguson,christophermills@example.org,115,Rarely,14,Your API documentation is outdated and full of errors.,1,1,0.8298484120846232,high_risk
80f2a438-189b-4e9a-9f00-5c4e688acc57,Dawn Lewis,jgriffin@example.com,986,Weekly,12,Your API documentation is outdated and full of errors.,1,1,0.8265312148120334,high_risk
f545b3fe-9ed9-445d-bf00-e9bff7f1463b,Edward Bennett,jesus65@example.net,116,Rarely,13,Your API documentation is outdated and full of errors.,1,1,0.8261821267616721,high_risk
8c9bb1ae-43ff-4480-9321-219c46f33110,Amy Rose,kevin04@example.org,995,Weekly,13,Your API documentation is outdated and full of errors.,1,1,0.8254349381391711,high_risk
6782fab3-4eed-4944-95f9-c85df3bc8194,Elizabeth Willis,robinsondenise@example.com,684,Weekly,14,The app crashes every time I try to upload a CSV.,1,1,0.8230792201064179,high_risk
38ecfe94-16ff-4a89-a2f3-3eb5e1cf1465,Kelly Cook,robertsgeorge@example.net,686,Weekly,14,The UI is too confusing. I can't find the export button.,0,1,0.8230792201064179,high_risk
249aa8d3-5aad-4b19-9e0b-66f79a9d7be9,Sara Zamora,wmorris@example.com,108,Weekly,13,The UI is too confusing. I can't find the export button.,1,1,0.8154917261069505,high_risk
389a8f24-ff1b-4aaa-838e-4144f0dd764e,Richard Edwards,riveramargaret@example.net,1001,Weekly,5,I've been waiting for support for 3 days. I'm cancelling.,1,1,0.8150993253071546,high_risk
211d3459-3e07-49db-87e5-ab7a448182e0,Thomas Mcdonald,alvaradovirginia@example.org,1093,Rarely,3,I'm very frustrated with the downtime. This is unacceptable.,1,1,0.8143775350492111,high_risk
db1cc72c-6040-43bb-91c7-c5cee0103a56,Robert Cummings MD,markherrera@example.net,993,Weekly,3,I'm very frustrated with the downtime. This is unacceptable.,1,1,0.8122157770553445,high_risk
c882f4ff-2580-4a91-8159-1695be59e0da,Richard Tyler,erice@example.org,1072,Weekly,5,I'm very frustrated with the downtime. This is unacceptable.,0,1,0.8052535152617515,high_risk
c7dc4454-be5b-4ac6-a3b4-26abb1689d8a,Regina Johnson,sburton@example.org,146,Weekly,14,Why did my subscription price increase without notice?,1,1,0.768639779185614,high_risk
1baaac13-2a06-479b-be24-5aa54960f5fb,Christina Richardson,jacob41@example.org,194,Weekly,14,The UI is too confusing. I can't find the export button.,1,1,0.7681013806355347,high_risk
bc94e14c-e685-4de8-a7f1-488a650cc27b,Douglas Walsh,dgarcia@example.com,13,Weekly,8,The UI is too confusing. I can't find the export button.,1,1,0.7291534031233925,medium_risk
819b5f88-ca09-41f9-8312-10d2fc735962,Austin Ramirez,oconnellcrystal@example.net,16,Daily,19,I need to update my billing address.,0,0,0.42522486463290937,medium_risk
cea071c6-1042-4e0c-80d3-c631e7667b0a,Curtis Baker,fspencer@example.net,49,Daily,19,When will the maintenance window end?,0,0,0.4182561771163523,medium_risk
defd667c-3b78-4283-9f80-5efc4cade554,Todd Morales,amelton@example.com,420,Daily,17,I need to update my billing address.,0,0,0.4178115708443444,medium_risk
44f3f0db-f0ac-49f2-b3f0-1dc928513bd9,Sandra Collins,chavezrichard@example.org,103,Daily,18,Is there a tutorial for the new dashboard feature?,0,0,0.4092033583579021,medium_risk
b977af3e-e479-4617-ac0b-88187eaf548a,Raymond Moore,monteschristine@example.net,19,Weekly,47,How do I change my password?,1,0,0.4083002362482999,medium_risk
e2f47540-f9fc-4405-bdd0-11c2ff84135d,Jacob Rose,gkey@example.net,505,Daily,18,I need to update my billing address.,0,0,0.4078950308833152,medium_risk
02e1e4b2-45f4-48d0-862b-518263a4f27f,Tara Anderson,jessemccullough@example.org,38,Daily,20,Just checking if my payment went through.,0,0,0.4061455579752572,medium_risk
b2b1d687-2133-46b0-9a06-0429b934f99c,Yolanda Rush,jacobnelson@example.com,97,Daily,17,Can I add more seats to my current plan?,0,0,0.4037391397599626,medium_risk
3383aeb0-8d25-4b8a-af45-cdf55f243a5f,Dr. Cynthia Knox MD,kedwards@example.com,238,Daily,19,Just checking if my payment went through.,0,0,0.401996028401242,medium_risk
8ee4b203-00ee-4018-940c-04f5b81d54df,Larry Henry,yferguson@example.com,72,Daily,17,When will the maintenance window end?,0,0,0.4008177549231946,medium_risk
9ad9c1d0-7374-47f8-9280-3130cc7b32bb,Austin Love,jgutierrez@example.com,319,Daily,15,Is there a tutorial for the new dashboard feature?,0,0,0.38229001062905477,low_risk
58d7c51e-ce39-4383-8abb-9d778aacc71a,Brian Collier,sgarcia@example.com,355,Daily,16,Can I add more seats to my current plan?,0,0,0.37785369628489,low_risk
f3d83220-9c55-4023-8625-ca2683bf61d8,Misty Brooks,janet93@example.net,177,Daily,15,Just checking if my payment went through.,1,0,0.36990152654746433,low_risk
f1c180b9-6c66-416f-9809-f6cc0ddac29c,Lynn Good,jerry02@example.net,12,Weekly,37,Can I add more seats to my current plan?,0,0,0.3669424029101269,low_risk
e96a63db-ca8f-4bd1-b425-e648b2b8c1ac,Sarah Washington,loriblack@example.net,13,Weekly,34,I need to update my billing address.,0,0,0.36065045306598564,low_risk
b5783987-2cb1-4508-b836-b346df6fff76,Lydia Park,alexanderadam@example.net,426,Weekly,23,Can I add more seats to my current plan?,0,0,0.35893577622931977,low_risk
cfc0646f-0927-4e8e-b40f-75090340aa0a,Miranda Gilbert,xbauer@example.com,405,Daily,22,Is there a tutorial for the new dashboard feature?,0,0,0.3481234172558414,low_risk
